Email,Password
df59@nittany.edu,b'$2b$12$c1/S9qmqDa3DKCPiyd320e7g7rUZCUqG0P8O/Z/CgosERCUTC/7Aa'
dm51@nittany.edu,b'$2b$12$x4TeDLbQdWAFak0W7ZC27Oj5NGbQz4Njnl7oWsc4tSKjjoCCzHa2.'
dt23@nittany.edu,b'$2b$12$Inl6/RML/ipYjI1FpxeM3.eFgm3d2jVmi93aLdrIwLYI7vIy5GVkW'
da13@nittany.edu,b'$2b$12$Udqy5Hsp9kzp3BrT.onzl./463s/0ELVl.EGv8k8Np8XQgf4QjXpG'
da22@nittany.edu,b'$2b$12$rYM8KZ3D8V6AOGWSXQTn0.S7O8ilnb6k/uGFUQgTp7dvnsEXKPcbe'
dr30@nittany.edu,b'$2b$12$QEmpcaLFegrygg6NhLTeS.iMQElJKoxmEga.ZAv6IvygmoPJe1.em'
dc61@nittany.edu,b'$2b$12$2drpb4hVxotePNc/v.8Dw.EPytvfu34OgA7PR0tCsbaRw0/DOHlgK'
db92@nittany.edu,b'$2b$12$m/yPSK5ZW8ONmA0snyi8heQT4e1z.5V.RbYgjBv44OhZdPDa7bf4i'
ds79@nittany.edu,b'$2b$12$ktQCYP4yiIMnCAIuXGvapeRf8SFmTpZpMQi6GnwDr9p/njEM4Tbim'
dk36@nittany.edu,b'$2b$12$O6LwKFxKIZne6RJHFKsLZuW2hipOgfGe1t8YB8hk9pf0q2kWLuhcO'
dj56@nittany.edu,b'$2b$12$m0TmYh.wtDHHIqHvv0hPNeHeevZa.jlQJkmPoS.oa3L5sSTx3zHKu'
dc36@nittany.edu,b'$2b$12$aEvyKjiZK0k4VBJn2IOUP.BiyjaBtVVDbJEpKeq8oGUbFYDHqP74W'
dv46@nittany.edu,b'$2b$12$oRE.PhvW/00n6UEpQsvWk.o.MzEaI8X2fEf7QRNmlVsxry2HIwU/O'
db91@nittany.edu,b'$2b$12$87psx9sMMNof7EkeEruwDeGpi.I23NNzzzqakFpNVr8lulqJC4M0q'
da72@nittany.edu,b'$2b$12$9tCR/KLBw8.9HhH7KmLtx.ZCsVetJyCRVTXnC.r/OKexZIy.xNCi2'
de43@nittany.edu,b'$2b$12$Sl8V.TTutwMMrW1AmijCCOgkYMrnzOKc77Cjw6dBGXo.JHWBoeafO'
dm10@nittany.edu,b'$2b$12$F47VrFyAokFLL1I5cAf2A.NtkziENd6pUdRWrVtFoGGtcL4hb63be'
db15@nittany.edu,b'$2b$12$9dNjeoU6Oru8Rk4dD0udiuzM4cCgnm/.XIRUoTOdOAVomJA6xZW0i'
da28@nittany.edu,b'$2b$12$g3yvhJL0O5.dkhg0keAUte8rFnpbzJ/uveP43nuanl4wjve7t4idi'
dc76@nittany.edu,b'$2b$12$jme1TZhBYP83.4cU23EUHeXhlWYibKrSnwHICRGY1.HwI.jytxEqy'
dc88@nittany.edu,b'$2b$12$YjCfuUYyBpHjjPJg9/v14Oj2kr11ZYaB86xJ1BDdBoBX4g/60Cpxi'
dr38@nittany.edu,b'$2b$12$K27t8gprmTUPN0xijIe21O9nRVRGPLggI/4suw76IWw04W9mpnJP.'
dl23@nittany.edu,b'$2b$12$wBMZKf5bYd7zs06L1CTppe.SVdfBRk.UL61Y0IaFnfVu5OT/6tqkm'
dw46@nittany.edu,b'$2b$12$CG0xVr4vjaIw2b27fI0GYeqsXHEXgsHkmhAln87Se42uWFAa9s38m'
dk70@nittany.edu,b'$2b$12$UHhuU1qTWGUrfXtMWsbZ3e3pDhpFPplSNh6jiepCFhW1r0rj11Dli'
df59@nittany.edu,b'$2b$12$o6kckdHgkuBXpPlQsNIwZeQqDFuRdEO4.o1bEk55VYDteZM0PoYI2'
dr96@nittany.edu,b'$2b$12$kBvc06BIbwDpJo28fZN0vO4A84HRB2q25pfiGnqHbTjPYoaSROsly'
dk44@nittany.edu,b'$2b$12$VFreBVv5E4NFzJG0xLDj9uELwpP4tNVdnC1LNYgAd/vcQqKz8AuUS'
dr38@nittany.edu,b'$2b$12$dmDHP3M2KaHNOkmB0NIes.lFuDxHv1374KvVihv0j1P5lKQvVQhey'
dr69@nittany.edu,b'$2b$12$6Zs5K0KLDnmNJQytATRIQOiO5VT2NfeYcsuQKmZoM403tMZZ9r.NS'
dm28@nittany.edu,b'$2b$12$rQ.HE6mbrqIc4oKnrRXLGuJI1Q5M6Y1bb7C8FW.luKAHat29UlZRG'
dj59@nittany.edu,b'$2b$12$57bKnlo50aaJE2gbt3s7FO4RqpNLBuW/YkWyej9nkYk3iooL.fJau'
dr91@nittany.edu,b'$2b$12$6ZAQKJz32iBUUzobzZjhIOJjn3ECqTXnDvQF2340QRQhCCy58F2wa'
dm17@nittany.edu,b'$2b$12$Jt3H/SyMpgZ.WdJ/d3BO..vEAzzOzeavjG3RzHnvA9oQf7PH8LhPW'
ally47@nittany.edu,b'$2b$12$XoP1Sr2uTihL6vHwxlHyyOLBwh3TT/XJsdJlcr0Gks5PjKVKhL4NO'
almu46@nittany.edu,b'$2b$12$BMoQJLfr82GVl7DS6IediOtdbyoJMgKxUPeudYKTD6fLEAmGwJuDm'
alki89@nittany.edu,b'$2b$12$0eQj77.MM7pkZd10jqN/fOGcpfq.iAjCWcjBTRi.qgLLDUhaueGF.'
ansh34@nittany.edu,b'$2b$12$Zm73OfGQWKUOnQUm.5VgNuAimC4TUAfeygXr3IWXm6xl6qGFMduOm'
alle64@nittany.edu,b'$2b$12$vFhw5s4gS1.eCtE9zGR7eOGAqDftjImtSillyiWGMEMuu67ww3I1W'
alle28@nittany.edu,b'$2b$12$7mr2fj97QkvsNP79BOeejeLifNhADKOgAuXjICzIENYhZqmzBYxAm'
alhi23@nittany.edu,b'$2b$12$qtGa.PIcp2BpCRk1DVNKduYszkbcGY7jOOEG/nxe576phl4GGzGTG'
albe69@nittany.edu,b'$2b$12$2J9VBU8eD0Ewe4ZBB5WRfeRB4urwHd6TvZY54oKKIEw6xFZiNf4t2'
ankr70@nittany.edu,b'$2b$12$pe.JGpgHlughIWKONHJdQ.h/zbRsPRH9MzfcOjtwNxJZsym1LTEVO'
alto15@nittany.edu,b'$2b$12$rEPNo2smJwwj.DebH94gYudbsQpj7Eh0ObelZd0KOnvB43faDtgiK'
alsc17@nittany.edu,b'$2b$12$rteunbfMXQWFuQe79sU0pu5fSmHbmgkFDAZHnAJ2gIgp72Q1cKuWW'
alha21@nittany.edu,b'$2b$12$jUxslAbm.NHvJi8Oi.cRieCJhDgESpOFGwt3UFb00QxlqBQ1ZJJPy'
ambo84@nittany.edu,b'$2b$12$QePMjZPKsUVoEQhqQtudEeKet0NejHbIQhyhZOOYjZnMqwC1YPIEa'
altr36@nittany.edu,b'$2b$12$.tWWt/ogSVq8710NpgKNcOGrR9zMtN2ti.kzTU7fhWbW9zoSCQijW'
alok16@nittany.edu,b'$2b$12$pW3S1Cx8pJq/m17FsHki1.NrJNvz.rrBJhYhXb7T46L1HSmNif9Gi'
anli23@nittany.edu,b'$2b$12$6lDe4kWmfwjufooQirkyguZWwgPj6GsKfcBi3k9PD7VAjJXJPDvqS'
albe69@nittany.edu,b'$2b$12$fKibie1KyEJNu1ykv5hDuOar68fgtCqiWvIUesiIgVqBgI4F01C1S'
alle11@nittany.edu,b'$2b$12$rYg6D62rSSLpZVGGMqGMveAZ11VWChsOqhft5Brt/i.ZlGXN216W2'
anja48@nittany.edu,b'$2b$12$ZOPT.bb9qdF7AhVE.7nyTu6t8tLMZ71Fyh3Sn8x9qY3y.Bc6VMtlG'
amro31@nittany.edu,b'$2b$12$4fbuRlpL0IOEiouY1f2knulx8OZ7Cwnk1ZdUBKlvv/wQPxmxkG2ce'
ammo37@nittany.edu,b'$2b$12$c1/S9qmqDa3DKCPiyd320e7g7rUZCUqG0P8O/Z/CgosERCUTC/7Aa'
alst83@nittany.edu,b'$2b$12$x4TeDLbQdWAFak0W7ZC27Oj5NGbQz4Njnl7oWsc4tSKjjoCCzHa2.'
alzu19@nittany.edu,b'$2b$12$Inl6/RML/ipYjI1FpxeM3.eFgm3d2jVmi93aLdrIwLYI7vIy5GVkW'
albo19@nittany.edu,b'$2b$12$Udqy5Hsp9kzp3BrT.onzl./463s/0ELVl.EGv8k8Np8XQgf4QjXpG'
ampa87@nittany.edu,b'$2b$12$rYM8KZ3D8V6AOGWSXQTn0.S7O8ilnb6k/uGFUQgTp7dvnsEXKPcbe'
amga39@nittany.edu,b'$2b$12$QEmpcaLFegrygg6NhLTeS.iMQElJKoxmEga.ZAv6IvygmoPJe1.em'
ammi72@nittany.edu,b'$2b$12$2drpb4hVxotePNc/v.8Dw.EPytvfu34OgA7PR0tCsbaRw0/DOHlgK'
albr25@nittany.edu,b'$2b$12$m/yPSK5ZW8ONmA0snyi8heQT4e1z.5V.RbYgjBv44OhZdPDa7bf4i'
alhe25@nittany.edu,b'$2b$12$ktQCYP4yiIMnCAIuXGvapeRf8SFmTpZpMQi6GnwDr9p/njEM4Tbim'
amde32@nittany.edu,b'$2b$12$O6LwKFxKIZne6RJHFKsLZuW2hipOgfGe1t8YB8hk9pf0q2kWLuhcO'
anwi59@nittany.edu,b'$2b$12$m0TmYh.wtDHHIqHvv0hPNeHeevZa.jlQJkmPoS.oa3L5sSTx3zHKu'
leje93@nittany.edu,b'$2b$12$aEvyKjiZK0k4VBJn2IOUP.BiyjaBtVVDbJEpKeq8oGUbFYDHqP74W'
robr88@nittany.edu,b'$2b$12$oRE.PhvW/00n6UEpQsvWk.o.MzEaI8X2fEf7QRNmlVsxry2HIwU/O'
lodi53@nittany.edu,b'$2b$12$87psx9sMMNof7EkeEruwDeGpi.I23NNzzzqakFpNVr8lulqJC4M0q'
madi54@nittany.edu,b'$2b$12$9tCR/KLBw8.9HhH7KmLtx.ZCsVetJyCRVTXnC.r/OKexZIy.xNCi2'
kefa54@nittany.edu,b'$2b$12$Sl8V.TTutwMMrW1AmijCCOgkYMrnzOKc77Cjw6dBGXo.JHWBoeafO'
pezi71@nittany.edu,b'$2b$12$F47VrFyAokFLL1I5cAf2A.NtkziENd6pUdRWrVtFoGGtcL4hb63be'
maru68@nittany.edu,b'$2b$12$9dNjeoU6Oru8Rk4dD0udiuzM4cCgnm/.XIRUoTOdOAVomJA6xZW0i'
saco56@nittany.edu,b'$2b$12$g3yvhJL0O5.dkhg0keAUte8rFnpbzJ/uveP43nuanl4wjve7t4idi'
typa33@nittany.edu,b'$2b$12$jme1TZhBYP83.4cU23EUHeXhlWYibKrSnwHICRGY1.HwI.jytxEqy'
imhi13@nittany.edu,b'$2b$12$YjCfuUYyBpHjjPJg9/v14Oj2kr11ZYaB86xJ1BDdBoBX4g/60Cpxi'
miel56@nittany.edu,b'$2b$12$K27t8gprmTUPN0xijIe21O9nRVRGPLggI/4suw76IWw04W9mpnJP.'
pari32@nittany.edu,b'$2b$12$wBMZKf5bYd7zs06L1CTppe.SVdfBRk.UL61Y0IaFnfVu5OT/6tqkm'
niku58@nittany.edu,b'$2b$12$CG0xVr4vjaIw2b27fI0GYeqsXHEXgsHkmhAln87Se42uWFAa9s38m'
jaze94@nittany.edu,b'$2b$12$UHhuU1qTWGUrfXtMWsbZ3e3pDhpFPplSNh6jiepCFhW1r0rj11Dli'
japa33@nittany.edu,b'$2b$12$o6kckdHgkuBXpPlQsNIwZeQqDFuRdEO4.o1bEk55VYDteZM0PoYI2'
luke27@nittany.edu,b'$2b$12$kBvc06BIbwDpJo28fZN0vO4A84HRB2q25pfiGnqHbTjPYoaSROsly'
kast88@nittany.edu,b'$2b$12$VFreBVv5E4NFzJG0xLDj9uELwpP4tNVdnC1LNYgAd/vcQqKz8AuUS'
mist59@nittany.edu,b'$2b$12$dmDHP3M2KaHNOkmB0NIes.lFuDxHv1374KvVihv0j1P5lKQvVQhey'
ishu24@nittany.edu,b'$2b$12$6Zs5K0KLDnmNJQytATRIQOiO5VT2NfeYcsuQKmZoM403tMZZ9r.NS'
shma29@nittany.edu,b'$2b$12$rQ.HE6mbrqIc4oKnrRXLGuJI1Q5M6Y1bb7C8FW.luKAHat29UlZRG'
jusc92@nittany.edu,b'$2b$12$57bKnlo50aaJE2gbt3s7FO4RqpNLBuW/YkWyej9nkYk3iooL.fJau'
mabl83@nittany.edu,b'$2b$12$6ZAQKJz32iBUUzobzZjhIOJjn3ECqTXnDvQF2340QRQhCCy58F2wa'
remc58@nittany.edu,b'$2b$12$Jt3H/SyMpgZ.WdJ/d3BO..vEAzzOzeavjG3RzHnvA9oQf7PH8LhPW'
mige32@nittany.edu,b'$2b$12$HeGKRJDG01GQIKTP5saKk.HJJppXqBFAW5wWfxqT5CoqAr8YWZdL6'
kaca70@nittany.edu,b'$2b$12$oQ6Tm4/5JGvMpyhhowDky.6bhPS78piWwB1CtKSNXA8x9rmMnjJhO'
rehi30@nittany.edu,b'$2b$12$.AgVqCmuSX4o6uH./hNVHu5JaB3H4iwlZrUOsJ5d5bU8cuzPSUy6C'
jeha67@nittany.edu,b'$2b$12$K6Qzb.4xtUxGXgaJoDENk.jDmRXWC7G3bJ1pXxfGLVBt/Hrdp0Oxe'
mise28@nittany.edu,b'$2b$12$N9PjkDAl4YdGrTIhL/cn3u2hfTE19PiSgvuiZXAGVu3hAH/FUKSX2'
jale60@nittany.edu,b'$2b$12$qEOdSd2ZBX67MrzQUxGWw.rAJ9EghvgkdSD4PIXWtEcf3QrBVTuJW'
mare67@nittany.edu,b'$2b$12$iUL/YQHN94T/Psz0FHMeN.oLhUHIChpJK4GuLYAwunEYnOYmycvr.'
myar49@nittany.edu,b'$2b$12$9dchuOeGm3jyWPprTJOhHeY0r9GZk0ln6OPnCrVd7AKaHgBJIu3HO'
robo65@nittany.edu,b'$2b$12$4.xgMzA7YtUMYhdsrgBXuuVWDpVXgo4ebjG3/5EpAE9Rrk57jwHei'
jaco40@nittany.edu,b'$2b$12$kMgidvKuQdAdfZJ0w1nZ3u6z0EQl3BqIxehEM5tP70KtQ6ORAjW0W'
krgu41@nittany.edu,b'$2b$12$tzpuND6dvU.jhd03ppXgdu/T0CpnG3B3ODjRK6K.Eh5GpAk2Wqh1e'
legr17@nittany.edu,b'$2b$12$xK3wjfNAy1AKemRQ6YMBKOPuR.xfTY5jqB6csAX/tY0/61bnYN3Te'
skgr42@nittany.edu,b'$2b$12$VqRi7VFdRiokHTY43znEc.IXfg1PZ7q9MN7Zr1.NWB6HGefmYondq'
thpr82@nittany.edu,b'$2b$12$RHUOeMxZeqnVq6jvKU8psuHaBZFA.y3dLqE5sO19tMxGffa0d2KZ.'
subo96@nittany.edu,b'$2b$12$vlB/8AAr9jn3yR1ZlQr2Q.ZXeovChvPC9Is36ETx/CGXICfeBOlxy'
mrha65@nittany.edu,b'$2b$12$Pg9yrgXhVXd38MDBWZizaeJzWChXgKnF6DomI1BPSOORqBigG3W7.'
visa92@nittany.edu,b'$2b$12$Lgpj2W3ll3vvSYie4kD2LuMeqmJ4JVafjAYWdqxlXiqw68pJL2Sg2'
mrma15@nittany.edu,b'$2b$12$qpBjma8Z8jG.gcfCU/nxJOw77/VWiEjnYrnkPWKze4PmXo77lcjnG'
thgl49@nittany.edu,b'$2b$12$tlCbelcdMg3z7lZ64i8GguX1iprp9YQWpvLiVw43AP.FQZ9XD7ype'
meku48@nittany.edu,b'$2b$12$qYkMo9bNVG3ojwF.0YcdKOuoXIHDkd6coa39BNGNBwu8u.GWyT75y'
saal87@nittany.edu,b'$2b$12$wAcMgx3o6qyZwW4zptI7duiO/0Df6dAbgSTsdos9bE/OTjQc1kNWG'
kini70@nittany.edu,b'$2b$12$31W/99NS462iSF4I6lHeiOyiHiJH5PlSnpSeNT7HIUcedJXSAeUbS'
joki67@nittany.edu,b'$2b$12$dlDpeXtY7jAcTKvgrKQXAOLJeh1.uowPNsOHsz/fgL3ZLLkU1z56S'
madu64@nittany.edu,b'$2b$12$PdsT4jaOHMnXCAsjJ0Ghx./udK92hlubhbXyS2zcQ9n.6OLnG1W9e'
mrch57@nittany.edu,b'$2b$12$LbKLeaA9V/3PehTqdyZT1eKHtMyYizNF.M79HGkXi.fqgbA3VVOfG'
lula26@nittany.edu,b'$2b$12$HUDLGZWR0rKKjV8/fzN7quHVe8q/B9uCZflVN9pqHA0N0C0GKqSbW'
mare60@nittany.edu,b'$2b$12$DCFs2wEJjCkojKRXw1nu0e1z1PGoqOIPxnbWCvihw.RGHkJf1AHJm'
taba71@nittany.edu,b'$2b$12$CRd5/M/0HNyUe0Lla0.kRuYEwh3zDTrzwRwkxYuYAByrI6ucvRNmm'
wimo31@nittany.edu,b'$2b$12$TVI.GDPaUoOd9.wm.CbuNu2bISmWN.lpEsIhIoRrDJUUxE724iFDq'
jobr54@nittany.edu,b'$2b$12$5wQK9WgGTXEdu8.YUqvCvuB/AsEgPQi/F7d/9kRx18avTMoHZz4YO'
kro'72@nittany.edu,b'$2b$12$aTnbIErnzqA0yLCd9LcLhOvHsbilXf9VyoDnIJQWcWT20yPyURuny'
zajo34@nittany.edu,b'$2b$12$kzF3oQnzf.jMkI6Xw1.S8.hioCryVCXfvIDsn83GoHLN4QQ0LYX7O'
maba64@nittany.edu,b'$2b$12$YW.qagKt5rJd7hzCVTBoq.iomY83MTjbRgUzHl3B2MAbR85dCX4uO'
maru55@nittany.edu,b'$2b$12$pOD3vie3iH6FYI60KY2SKuS3c4pUeIP10MpMageM3aQfFKEWA4xvG'
msde33@nittany.edu,b'$2b$12$k0IAgnurm1ceauVvdAVIgO9G0omks/OQovVnCsSVrOA0wenwt0pie'
kami95@nittany.edu,b'$2b$12$LhmgQHy5hhV5eyfniaNwd.X/nhumULoPMRTU9A8MxKT7.RGba/gnq'
shgl31@nittany.edu,b'$2b$12$7zp.g4JyMxBYwduqWGaLGe53Js96i1tuva.kaXi7MzGWCdkBYV7CC'
mast74@nittany.edu,b'$2b$12$.6OcnqUtJ.7UZjF3L7uuY.c/4zEezs41/SiFvuDQ.CSDG/Ncb.PpC'
tomo38@nittany.edu,b'$2b$12$XToKWxuYilpSnAQrsZimW.9PGRgkUcaBNsb9AE67INWXrG7GGcO6G'
jagr89@nittany.edu,b'$2b$12$C8yxjMVrMCep/gMLhKzb6eg.D2JgegfGaU3l/drymsqsZBt.BziPC'
yecr21@nittany.edu,b'$2b$12$1kYvDJCkC0x7/g8VA3bgiOibZ3tPeGdY38BHC4IdWcD2y./.FB4Ui'
sest31@nittany.edu,b'$2b$12$dZeUmx27gsZwLqJImeKcxuyOLLbgAcj2MvUqkKNJZrNffFaD7HaGC'
rebo48@nittany.edu,b'$2b$12$XIqjjtEX.kNsH3wimMjpTeTGel2M8W3spo6YUSDMBfD51Baa6ht.O'
zare36@nittany.edu,b'$2b$12$64kqpz0NqExfNi0U.PTEdezaK0mCUrzUsjmnFk4vYZsr2d2c9JOE2'
roch66@nittany.edu,b'$2b$12$rz1MIjnc6CMGtBPbxvDJTuqfICe9EA.JKM1w1vGFj02goF9Obc.QG'
jotu55@nittany.edu,b'$2b$12$ty1aICAtTFh0rbjmLCpuR.6U4S1m.PO7eeL.3F46Pu/EYciZYFpF6'
luob16@nittany.edu,b'$2b$12$G6lcQD3extBAw0GVUl0zU.yglg88bVPLiaPe9oIPeV94SIocM9536'
trru77@nittany.edu,b'$2b$12$.oCbpcZ12d0Dw3A3M2/DoOmSRWn/VBDF.45VRjziqqklr0tifdbmi'
laru41@nittany.edu,b'$2b$12$L2YNOyNm.ljEs3PgG4hRGeqF2cKT1/tiK6PDNHekYnCmbY1jVl0Fq'
xagr16@nittany.edu,b'$2b$12$LiJSda4kqI5uxWUOTOHQI.dZwSNC1LFXhk.WkJr2EZzhRIS2Ceu/C'
mrel58@nittany.edu,b'$2b$12$gmk.POxI4hWbnthGDkD5f.baTiDIWCqAafyggONr17A7hVs3JQGdO'
lure69@nittany.edu,b'$2b$12$BaQ9qlCmPB7ai/IupEREz.ovhCnzal.YooVwX7hivXGWuW0M2.7zq'
shhe31@nittany.edu,b'$2b$12$DcnKLf36C53gpi8MJKfgduDFCNYm1ITD/TvOXEP1q5RLx.yKdsfqO'
loan10@nittany.edu,b'$2b$12$kQQu.NXy82WGIRB0Y3fNt.oFDw44AXD4lJFlpq///plNo2M1YwSxu'
masc19@nittany.edu,b'$2b$12$swkwViNjTnH.OXV2akx0R.S7xbxvGTHSqjg25E2kUwWOwUQ29YlVa'
toba46@nittany.edu,b'$2b$12$NUfMfhNBj7WrNPou94jpwOYOZaLsiU.WLW1M6J5EtY9za3yovqq2u'
mamu55@nittany.edu,b'$2b$12$DIUSulJesoDHoF/7RQ9N1O8U5B5XSm35fzaeJeYPuB/gJOlr52SLO'
toha22@nittany.edu,b'$2b$12$Iadf.RPLHJVt6pvN5eFE3eRftiOcm1PfPCpf9Kz5olCa2Eu1qGyrW'
khko36@nittany.edu,b'$2b$12$MtvyOHlG9Pxq28Qszlba6.39TwcygHxKdWkc2UWmGzApo5TyeHqSq'
nodo25@nittany.edu,b'$2b$12$QueHIUwHaAe1OEgWMAMRxeFrsEXkVrNmfT32IRzXVXrv5.dPWXYzC'
sabr72@nittany.edu,b'$2b$12$pmFKvH9vbnOcbBoGex.xvO16qsDe.LdaM1yisrZj9UUFHduBaoiJa'
ruru39@nittany.edu,b'$2b$12$8WHPrJBjqkUtt.UDYeIvBeMAch4aG2HmAmaGSUDG3qOycfBj3WF42'
mrma27@nittany.edu,b'$2b$12$SD64r5.u6ysg5JrGdaCJwOOAwp3IKeMvXPjw602uQ5WJNLZJXSsBG'
mrre17@nittany.edu,b'$2b$12$h2f3mgCtGXR8AZi54tIxN.O6twrF.t5Ccn4YeOM3RJ1dC0cJ4jy/q'
logi55@nittany.edu,b'$2b$12$mlFqxKOf2unGRytB0HiaFe6vtAobaSKshU5J0Lq3eTI/qGpfyOVlu'
jaor87@nittany.edu,b'$2b$12$gDnsGedRAVm75iZa.N56Ee042NuQbZthrXkP9qqBmaIWtZRNxyS06'
miar93@nittany.edu,b'$2b$12$8ERbHD573sXSTC/9dfuCDO38/9SWSLMDuCpcC7GB4enoDIAoyu1t6'
macu84@nittany.edu,b'$2b$12$UURMJKBcEWaIHy2g7OoLqekOspkBjZX43I7vhIrQiFycokJwrR276'
rysc36@nittany.edu,b'$2b$12$mrNN6FPlBQ.iYWunuSjSyO8x4Jd7QCUocOv9nUIL3MMeagkKfDw/W'
mryv67@nittany.edu,b'$2b$12$m9Wo1F0VlwceAYzPqgvSgu3uFr7kbKnYE2uvdrOSwFapx0jriHxqe'
movo30@nittany.edu,b'$2b$12$eF5axpIykDLjGYNxUoRw0.6wKVuuOBR4ZQEA1s4dXcPObWLumDYHW'
viwi68@nittany.edu,b'$2b$12$8CQQ9wHr3Iw5xY6.d4y1E.M8aFh3ospE/qyqmInzKUMk.fy1F5k3u'
nare33@nittany.edu,b'$2b$12$Xxj3Ru2adJQ0py/EDfEzduASa3LBfa.Mz8yi08wnVDjycmnsF/U.m'
mral50@nittany.edu,b'$2b$12$m1ODES3dVLAlw0Zjys1UJOaer5SQ1oBSk4lQ5T/3ASkzIVdc2V8mu'
moco21@nittany.edu,b'$2b$12$WuPrTdRkFKiy4X.do/IVWe1I/5GVEN5ffq1YLvgWXBEk3U8Q/6ay.'
lago10@nittany.edu,b'$2b$12$IXJSgG084XdJ3zW2cjeVqeJyZm3sItYU/24jd7SKuaPY5XJrC7Th6'
stha90@nittany.edu,b'$2b$12$CQs85OuBDXfarb6am.8K8e01mkB6RYckODBRBwOi9KrLoCgLcpsnW'
matu58@nittany.edu,b'$2b$12$pCWDirL3NSMr7dSEJjQQnu9ovZS7YnwhGxByaOuXxUO8zKoLa/HZm'
loto26@nittany.edu,b'$2b$12$.cebavTBwWU1P3RtM/axB.uiKUfxKg3wmN9GtxkBGBXEmIi8NUjVm'
jewa28@nittany.edu,b'$2b$12$.vmdGE9MOh4EkyaF52L2bOYGhepjByRVFbHTcoZx0WzLdgg1fULva'
kero75@nittany.edu,b'$2b$12$aq8nChzcl9XmR2eP.6wC5O5j3IiDZfX.l662/6GuxvMnmxVSQgwwG'
nafa21@nittany.edu,b'$2b$12$h8xa94sm1UN1Qh0kiahyZ.wc79yrbgqjw0KldiAiDnPp3sIyOLHmy'
med'83@nittany.edu,b'$2b$12$sCRYC6xQjfEjGsTwphI7q.ysl3A1LE3zXwuVyF.kphwbR/5UlusMy'
mibr87@nittany.edu,b'$2b$12$L97URj1dZHd1/jEdh83QxOUO6Y.lAmRRuQApijjyPQWOX1BPknNpW'
maki39@nittany.edu,b'$2b$12$es1lybgU0RN3D9EWFAdlj.hNfH3kIdMuLULUa6DUaqsW31xwZWcUK'
mska33@nittany.edu,b'$2b$12$nR5qPVUl0iWUusXONgJkDObsvcD0TZny8TFzj1TfiMh1/O7oXz6Uu'
olco93@nittany.edu,b'$2b$12$0l5zb1kCgbfcdjf2n9pYeuRblOjSTZl9OkIG4LFz8.qLvw26efYNC'
